@GuruJeremyfrfr,0.0087879400283
@Seth_Price10,0.00856656647732
@HaseColsen,0.0083787364367834
@_ticerenea,0.0082781346876
@renealise,0.008123432112321
@AmirSaysNothing,0.00783429374587
@sarena_deanna,0.00779347347783
@MEGA3110,0.00757574348348
@6eon66,0.007565652652666
@t_inman3,0.00735498496565698
@hollyoxcoburn,0.007166549876549
@CoachHicks1914,0.0069821346878738
@rckiser,0.0068745287245878485
@whoislateef,0.005668459656741
@justfollowMoody,0.005568484163514894
@Junnsayvong,0.0049821687523584
@lulpapa,0.00368479686661234
@Lifelover3444,0.0034965974165568615
@ettiennepercy,0.0034767433537410807
@Lonely_Fricker,0.0031500078415874156
@knight_mandona,0.003095686841659845
@VirgOGoddess915,0.003087958884175121
@kirk_bridgers,0.003154899595959659
@Dinero_OnFully,0.0030084151244664788
@lovekaokao,0.00298652528945848
@guccthaagirl,0.0029547851562847923
@TrainingMindful,0.0029399877452163259
@GodzExWife,0.002888458589298528
@SanjuanMarjhon,0.0028715478925321548
@sharifahrose,0.0028118562348152637
@nakwaati,0.0027999123652184650
@Divineze,0.0027864585465269
@NietzscheInsan,0.0027836985121592427
@myglyricbot,0.0027615689215354126
@BigDickJay09,0.002741328274225633
@lblandscape,0.002563282774125633
@MissAbbyNormal,0.002412563325632821
@NinaAquafina,0.002222121214586798
@StephBoudreaux1,0.002197345762458734
@Jacob_Bandana,0.002111957564874845
@nolasigm,0.002111454767889903
@KentuckyMBB,0.001988374734762822
@JCookDC,0.001883747648628378
@mckennaconor,0.001673476348734888
@CoachHicks1914,0.001492834872689984
@rckiser,0.00118734876876888
@ForrestPupWA,0.0010235635888840987
@kushmobbv,0.0005782573351811533
@thugboy_mcd,0.00045859526526265
@TamaranLb,0.0004578965262656
@nhaljazzaf,0.000456789543266
@JamieMallatt,0.000395689498498
@TamaranLb,0.000392848452965658
@MrDAP704,0.00039566554556527
@JustTayy_,0.000392895898556947